date,gross_value,net_value,benchmark_value
2014-06-04,57434.17939736666,51055.88520555335,711240.94
2014-06-05,57786.72591239208,51318.22414185685,715606.8
2014-06-06,56992.80527493397,50613.17299766,705775.2
2014-06-09,56157.24861254916,49871.14646117665,695428.06
2014-06-10,56759.62741106127,50406.09648148431,702887.7
2014-06-11,56495.91245634551,50171.90112014508,699621.94
2014-06-12,55690.88890109086,49406.81798991906,709590.94
2014-06-13,50783.33565280224,45053.02520803939,772121.06
2014-06-16,49187.09989490766,43636.906142327134,796390.56
2014-06-17,50153.13767827483,44493.93776591954,780749.44
2014-06-18,50005.18488896375,44362.679732930046,783052.7
2014-06-19,49610.04354043195,44012.12550274216,789240.44
2014-06-20,47961.344186600756,42549.46274942346,815469.4
2014-06-23,47007.05031174698,41660.30040772479,799243.8
2014-06-24,46119.47418150814,40832.02005829784,814334.94
2014-06-25,45868.326294048544,40568.83347413522,809900.4
2014-06-26,46541.94283422936,41164.622321298026,821794.5
2014-06-27,46736.629946224784,41336.815851436215,825232.1
2014-06-30,46802.82439890031,41354.025574001935,824063.3
2014-07-01,48811.838957878084,43129.150056712875,788690.3
2014-07-02,48773.54321301034,43052.183563868086,788071.56
2014-07-03,50175.58201387126,44246.70461862143,765417.75
2014-07-07,49366.589769772865,43489.058299555254,753076.7
2014-07-08,50265.72361416653,44281.14226485038,766792.75
2014-07-09,49454.47486250714,43566.479890542345,754417.3
2014-07-10,49754.186138949044,43786.941394658854,749845.25
2014-07-11,51708.95210706821,45463.47649103747,779305.6
2014-07-14,50084.924880979575,44035.60142094893,754829.9
2014-07-15,50636.91523942845,44476.88605252473,746510.8
2014-07-16,50226.521833617655,44071.94051113157,740460.6
2014-07-17,51303.80578420698,45017.217875573544,756342.44
2014-07-18,51425.059519641945,45123.61360475712,758130.0
2014-07-21,51201.20827867579,44927.19230750138,754829.8
2014-07-22,51879.756844215495,45522.59391849574,764833.3
2014-07-23,52124.59258014407,45737.4283445105,768442.75
2014-07-24,52131.5874108849,45743.56605329546,768545.94
2014-07-25,52423.05868277732,45999.321460729385,772842.9
2014-07-28,52467.36261056585,46038.196541038014,773496.0
2014-07-29,53379.088866051505,46838.203068014096,786937.06
